"Genus_species";"Class";"Familly";"Genus";"Species";"Authority";"AphiaID";"Worms_url";"Fishbase_url";"English_name";"French_name";"nom_francais";"Comorian_name";"picture1_Fishbase";"picture2_Fishbase";"picture3_Fishbase";"picture4_Fishbase";"photos";"photos_origin";"Location_recorded";"Location_uncertainties";"Ref_location";"description";"Reef_associated";"Reef_associated_ref";"Size";"Size_ref";"Mobility";"Mobility_ref";"Activity";"Activity_ref";"Schooling";"Schooling_ref";"Position";"Position_ref";"Diet";"Diet_ref";"Diet_Fishbase";"Food.names_Fishbase";"Trophic.level_Fishbase";"BodyShape_Fishbase";"swimtype_Fishbase";"CommonLength_Fishbase";"Length_Fishbase";"MaxLengthTL_Fishbase";"TLObserved_Fishbase";"Weight_Fishbase";"LongevityWild_Fishbase";"AgeMax_Fishbase";"Vulnerability_Fishbase";"a";"b";"a.b_ref";"K";"K_ref";"DepthMin_Fishbase";"DepthMax_Fishbase";"TempPrefMin_Fishbase";"TempPrefMean_Fishbase";"TempPrefMax_Fishbase"
"11";"Acanthurus_blochii";"Actinopterygii";"Acanthuridae";"Acanthurus";"blochii";"Valenciennes, 1835";219639;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=219639";"https://www.fishbase.us/summary/Acanthurus-blochii.html";"Ringtail surgeonfish";"NA";NA;"NA";"https://www.fishbase.se/images/thumbnails/jpg/tn_Acblo_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acblo_u2.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acblo_u4.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acblo_u1.jpg";"634,51";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"30.1-50cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_within_a_reef";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"3_20_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"herbivorous-detritivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_1;detritus/detritus/debris_:_1;plants/phytoplankton/diatoms_:_1";"unidentified";2;"short and / or deep";"NA";NA;45;54.9;0;NA;35;35;38.32;0.0194984;3;"Fishbase_extraction_14/02/2021";0.25;NA;2;15;24.9;27.8;28.8
"12";"Acanthurus_dussumieri";"Actinopterygii";"Acanthuridae";"Acanthurus";"dussumieri";"Valenciennes, 1835";219641;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=219641";"https://www.fishbase.us/summary/Acanthurus-dussumieri.html";"Eyestripe surgeonfish";NA;NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acdus_u4.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acdus_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acdus_u1.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acdus_u3.jpg";"115,108";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"50.1-80cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_within_a_reef";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"3_20_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"herbivorous-detritivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_2;plants/phytoplankton/blue-green_algae_:_1;detritus/detritus/debris_:_1;plants/phytoplankton/diatoms_:_1";"unidentified";2;"short and / or deep";"NA";35;54;54;0;NA;28;28;36.1;0.0281838;2.95;"Fishbase_extraction_14/02/2021";0.3;NA;4;131;20.3;27.2;28.9
"13";"Acanthurus_leucosternon";"Actinopterygii";"Acanthuridae";"Acanthurus";"leucosternon";"Bennett, 1833";219628;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=219628";"https://www.fishbase.us/summary/Acanthurus-leucosternon.html";"Powder-blue surgeonfish";NA;NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acleu_ui.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acleu_u3.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acleu_uh.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acleu_u4.jpg";"56";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_between_reefs";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";">50_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"herbivorous-detritivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_1;plants/phytoplankton/other_phytoplankton_:_1";"unidentified";2;"short and / or deep";"NA";19;54;54;0;NA;NA;2.31;37.16;0.0190546;2.94;"Fishbase_extraction_14/02/2021";0.27;NA;0;25;25.8;27.5;29
"14";"Acanthurus_lineatus";"Actinopterygii";"Acanthuridae";"Acanthurus";"lineatus";"Linnaeus, 1758";159582;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159582";"https://www.fishbase.us/summary/Acanthurus-lineatus.html";"Striped surgeonfish";NA;NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Aclin_j0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Aclin_ud.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Aclin_u4.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Aclin_u7.jpg";"148";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"30.1-50cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"solitary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"herbivorous-detritivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_11";"unidentified ; Laurencia_sp. ; Polysiphonia_sp. ; Sphacelaria_sp. ; Cladophora_sp. ; Caulerpa_sp. ; Codium_sp. ; Turbinaria ; Dictyota ; Padina ; Jania";2;"short and / or deep";"NA";25;38;38;0;NA;46;46;22.89;0.0177828;2.97;"Fishbase_extraction_14/02/2021";0.57;NA;0;15;24.7;28.4;29.3
"15";"Acanthurus_mata";"Actinopterygii";"Acanthuridae";"Acanthurus";"mata";"Cuvier, 1829";219651;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=219651";"https://www.fishbase.us/summary/Acanthurus-mata.html";"Elongate surgeonfish";"Chirurgien";NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acmat_u5.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acmat_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acmat_u1.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acmat_u3.jpg";"52";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"50.1-80cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_between_reefs";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";">50_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"bentho-pelagic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"planktivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_1;detritus/detritus/debris_:_1;plants/phytoplankton/other_phytoplankton_:_1;zooplankton/other_plank._invertebrates/other_plank._Invertebrates_:_1";"unidentified ; filamentous_microalgae";2.53;"short and / or deep";"NA";NA;50;50;0;NA;23;23;39.45;0.0251189;2.94;"Fishbase_extraction_14/02/2021";0.22;NA;5;100;24.7;27.9;29
"16";"Acanthurus_nigricauda";"Actinopterygii";"Acanthuridae";"Acanthurus";"nigricauda";"Duncker & Mohr, 1929";219626;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=219626";"https://www.fishbase.us/summary/Acanthurus-nigricauda.html";"Blackstreak surgeonfish";NA;NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acnig_um.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acnig_us.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acnig_ur.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acnig_uj.jpg";"482 180";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"30.1-50cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_within_a_reef";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"3_20_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"herbivorous-detritivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_1;detritus/detritus/debris_:_1;zoobenthos/cnidarians/hard_corals_:_1;zoobenthos/benth._crust./other_benth._crustaceans_:_1;zoobenthos/mollusks/other_mollusks_:_1;plants/phytoplankton/other_phytoplankton_:_1;zoo";"unidentified ; organic_matter ; unidentified_forams ; filamentous_microalgae ; coral_fragments ; unidentified_mollusks ; unidentified_crustaceans";2.99;"short and / or deep";"NA";NA;40;40;0;NA;NA;4.94;24.96;0.020893;2.95;"Fishbase_extraction_14/02/2021";0.6;NA;1;30;25.3;28.4;29.3
"17";"Acanthurus_nigrofuscus";"Actinopterygii";"Acanthuridae";"Acanthurus";"nigrofuscus";NA;219640;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=219640";"https://www.fishbase.us/summary/Acanthurus-nigrofuscus.html";"Brown surgeonfish";"Chirurgien brun";"Chirurgien marron";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acnig_un.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acnig_uq.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acnig_u1.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acnig_u8.jpg";"628 106";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"sedentary";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"3_20_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"herbivorous-detritivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_8;plants/phytoplankton/blue-green_algae_:_1;plants/phytoplankton/other_phytoplankton_:_1";"unidentified ; Polysiphonia ; Ceramium_deslongchampsii ; Centroceras_clavulatum ; Gelidium_spp. ; Lyngbya_spp. ; Enteromorpha ; Cladophora ; Ulva";2;"short and / or deep";"NA";NA;21;21;0;NA;NA;0.94;27.14;0.020893;2.96;"Fishbase_extraction_14/02/2021";0.65;NA;0;25;24.6;27.7;29
"18";"Acanthurus_olivaceus";"Actinopterygii";"Acanthuridae";"Acanthurus";"olivaceus";"Bloch & Schneider, 1801";219625;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=219625";"https://www.fishbase.se/summary/Acanthurus-olivaceus.html";"Orangeband surgeonfish";NA;NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acoli_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acoli_u1.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acoli_u3.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acoli_u2.jpg";NA;"collected_internet";NA;"to_be_verified";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"plants/other_plants/benthic_algae_or_weeds_:_1;detritus/detritus/debris_:_1;plants/phytoplankton/diatoms_:_1;plants/phytoplankton/other_phytoplankton_:_1;zooplankton/other_plank._invertebrates/other_plank._Invertebrates_:_1";"unidentified ; Calcarina_sp. ; filamentous_microalgae";2.26;"short and / or deep";"NA";NA;35;35;0;NA;NA;33;18.16;0.0245471;3.01;"Fishbase_extraction_14/02/2021";1.07;NA;3;46;24.5;27.3;28.7
"19";"Acanthurus_tennentii";"Actinopterygii";"Acanthuridae";"Acanthurus";"tennentii";NA;219632;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=219632";"https://www.fishbase.us/summary/Acanthurus-tennentii.html";"Lieutenant surgeonfish";NA;"Chirurgien lieutenant";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acten_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acten_u2.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acten_u0.gif";"NA";"725,724,635,633,223";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"30.1-50cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_within_a_reef";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"3_20_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"herbivorous-detritivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_1;detritus/detritus/debris_:_1;plants/phytoplankton/diatoms_:_1;plants/phytoplankton/other_phytoplankton_:_1";"unidentified ; filamentous_microalgae";2;"short and / or deep";"NA";25;31;31;0;NA;NA;NA;27.9;0.0190546;2.95;"Fishbase_extraction_14/02/2021";0.45;NA;1;40;24.7;27.7;29.1
"20";"Acanthurus_thompsoni";"Actinopterygii";"Acanthuridae";"Acanthurus";"thompsoni";"Fowler, 1923";219646;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=219646";"https://www.fishbase.us/summary/Acanthurus-thompsoni.html";"Thompson's surgeonfish";NA;"Chirurgien de Thompson";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Actho_j0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Actho_u4.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Actho_u3.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Actho_u2.jpg";"200,13";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_between_reefs";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"20_50_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"bentho-pelagic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"planktivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zooplankton/fish_(early_stages)/fish_eggs_or_larvae_:_1;zooplankton/jellyfish_or_hydroids/jellyfish_or_hydroids_:_1;zooplankton/plank._crust./other_plank._crustaceans_:_1;zooplankton/other_plank._invertebrates/other_plank._Invertebrates_:_1;zoobenthos/cni";"unidentified_hydrozoans ; unidentified ; unidentified_gelatinous_zooplankton ; unspecified_siphonophores";3.64;"short and / or deep";"NA";NA;27;27;0;NA;NA;NA;25.47;0.0158489;2.93;"Fishbase_extraction_14/02/2021";0.51;NA;4;119;24.6;27.6;28.8
"21";"Acanthurus_triostegus";"Actinopterygii";"Acanthuridae";"Acanthurus";"triostegus";"Linnaeus, 1758";219630;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=219630";"https://www.fishbase.us/summary/Acanthurus-triostegus.html";"Convict surgeonfish";"Chirurgien bagnard";"Chirurgien bagnard";"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Actri_u9.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Actri_u1.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Actri_f0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Actri_u5.jpg";"8";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_between_reefs";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";">50_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"herbivorous-detritivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_1;zoobenthos/cnidarians/hard_corals_:_1;zoobenthos/benth._crust./other_benth._crustaceans_:_1;zoobenthos/other_benth._invertebrates/other_benth._Invertebrates_:_1;plants/phytoplankton/other_phytoplankton_:_1";"unidentified_filamentous_algae ; unidentified ; Calcarina_sp.";2.78;"short and / or deep";"NA";17;27;27;0;NA;NA;3.27;16.26;0.0204174;2.96;"Fishbase_extraction_14/02/2021";0.59;NA;0;90;23.4;27.6;28.9
"22";"Acanthurus_tristis";"Actinopterygii";"Acanthuridae";"Acanthurus";"tristis";"Randall, 1993";219644;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=219644";"https://www.fishbase.se/summary/Acanthurus-tristis.html";"Blackcheek surgeonfish";"NA";NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Actri_u3.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Actri_j0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Actri_u7.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Actri_u1.gif";"631,629,58";"collected_internet";NA;"to_be_verified";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NA";2.22;"short and / or deep";"NA";NA;25;25;0;NA;NA;NA;24.62;0.0190546;2.95;"Fishbase_extraction_14/02/2021";0.54;NA;2;30;28;28.7;29
"23";"Acanthurus_xanthopterus";"Actinopterygii";"Acanthuridae";"Acanthurus";"xanthopterus";"Valenciennes, 1835";219634;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=219634";"https://www.fishbase.us/summary/Acanthurus-xanthopterus.html";"Yellowfin surgeonfish";"Chirurgien aile jaune";NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acxan_u1.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acxan_u0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acxan_f0.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Acxan_u6.jpg";"109,54";"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"50.1-80cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_within_a_reef";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"20_50_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"benthic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"herbivorous-detritivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"plants/other_plants/benthic_algae_or_weeds_:_1;detritus/detritus/debris_:_1;plants/phytoplankton/diatoms_:_1;zoobenthos/cnidarians/hard_corals_:_1;zoobenthos/benth._crust./other_benth._crustaceans_:_1;zoobenthos/mollusks/other_mollusks_:_1;plants/phytopla";"unidentified ; unidentified_hydroids ; coral_particles ; algal_fronds ; filamentous_microalgae ; unidentified_mollusks ; unidentified_foraminiferans ; unidentified_crustaceans ; unidentified_nematodes";2.87;"fusiform / normal";"NA";50;70;70;0;NA;NA;34;37.08;0.0141254;3;"Fishbase_extraction_14/02/2021";0.29;NA;1;100;23.3;27.7;29
"24";"Aeoliscus_strigatus";"Actinopterygii";"Centriscidae";"Aeoliscus";"strigatus";"Günther, 1861";217968;"http://www.marinespecies.org/aphia.php?p=taxdetails&id=217968";"https://www.fishbase.us/summary/Aeoliscus-strigatus.html";"Razorfish";"Canif";NA;"NA";"http://www.fishbase.org/images/thumbnails/jpg/tn_Aestr_uc.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Aestr_u1.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Aestr_ub.jpg";"http://www.fishbase.org/images/thumbnails/jpg/tn_Aestr_ua.jpg";NA;"collected_internet";"Mayotte";NA;"Wickel et al 2014";NA;"yes";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"15.1-30cm";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"mobile_within_a_reef";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"diurnal";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"3_20_individuals";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"bentho-pelagic";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"planktivorous";"GASPAR project url : https://www.fondationbiodiversite.fr/en/the-frb-in-action/programs-and-projects/le-cesab/gaspar/";"zoobenthos/benth._crust./amphipods_:_1;nekton/finfish/bony_fish_:_1;zooplankton/plank._crust./other_plank._crustaceans_:_1;zooplankton/other_plank._invertebrates/other_plank._invertebrates_:_1;zooplankton/plank._crust./plank._copepods_:_1";"unidentified ; unspecified_zooplankton ; calanoid_copepods ; gammaridean_amphipods ; fish";3.46;"elongated";"undulation of median or pectoral fins";NA;15;15;0;NA;NA;NA;24.15;0.00389045;3.12;"Fishbase_extraction_14/02/2021";0.55;"";2;42;25.2;28.6;29.3
