"id";"famille";"genre";"espece";"nom_vernaculaire";"WORMS_AphiID";"Fishbase_URL";"photos";"photo_credit";"description";"Ref_description";"Presence_records";"Ref_presence_record";"presence_mayotte";"presence_geyser_zelee";"presence_zelee_nov15";"Taille_maturite";"Type_taille_maturite";"Ref_taille_maturite";"Taille_max";"Type_taille_max";"Ref_taille_max";"Type_mesure_taille_max";"Ref_taille";"coeff_a";"coeff_b";"Niveau_taxo_coeff";"Type_mesure_coeffab";"Ref_coeff";"Interet_commercial_Mayotte";"Ref_commercial_Mayotte";"Vulnerabilite_peche";"Ref_vulnerabilite_peche";"last_update";"Remarque"
"191";"Diagramma_pictum";"HAEMULIDAE";"Diagramma";"pictum";"Diagramme tâcheté";NA;NA;"350,349";NA;"juvenile clairs avec de laregs bandes noires. L'avant de la dorsale est haut blanc noir. A 40 cm robe grise à petits points orangésles points font des traits noirs.";NA;NA;NA;1;0;0;"35.1";NA;NA;"100";NA;NA;"FL";NA;"0.0144";"2.988";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"192";"Diodon_hystrix";"DIODONTIDAE";"Diodon";"hystrix";"Poisson porc-épic";NA;NA;"754,346";NA;"";NA;NA;NA;1;1;0;"49";NA;NA;"91";NA;NA;"TL";NA;"0.1934";"2.472";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"193";"Diodon_liturosus";"DIODONTIDAE";"Diodon";"liturosus";"Porc-épic à taches auréolées";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"194";"Echeneis_naucrates";"ECHENEIDAE";"Echeneis";"naucrates";"Rémora";NA;NA;"254";NA;"";NA;NA;NA;1;1;0;"58";NA;NA;"110";NA;NA;"TL";NA;"8.00E-04";"3.358";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"195";"Echidna_nebulosa";"MURAENIDAE";"Echidna";"nebulosa";"Murène étoilée";NA;NA;"539";NA;"";NA;NA;NA;1;1;0;"53.5";NA;NA;"100";NA;NA;"TL";NA;"3.00E-04";"3.352";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"196";"Ecsenius_frontalis";"BLENIIDAE";"Ecsenius";"frontalis";"";NA;NA;"775";NA;"";NA;NA;NA;0;0;0;"5.8";NA;NA;"8";NA;NA;"TL";NA;"0.0239";"2.584";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"197";"Ecsenius_lineatus";"BLENIIDAE";"Ecsenius";"lineatus";"";NA;NA;"762,761";NA;"";NA;NA;NA;0;0;0;"6.4";NA;NA;"9";NA;NA;"TL";NA;"0.0239";"2.584";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"198";"Ecsenius_midas";"BLENIIDAE";"Ecsenius";"midas";"";NA;NA;"767";NA;"";NA;NA;NA;0;0;0;"8.8";NA;NA;"13";NA;NA;"TL";NA;"0.0239";"2.584";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"199";"Ecsenius_nalolo";"BLENIIDAE";"Ecsenius";"nalolo";"";NA;NA;"768";NA;"";NA;NA;NA;0;0;0;"4.8";NA;NA;"6.5";NA;NA;"TL";NA;"0.0239";"2.584";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"200";"Elagatis_bipinnulata";"CARANGIDAE";"Elagatis";"bipinnulata";"Coureur arc-en-ciel";NA;NA;"325";NA;"2 bandes longitudinales bleu electrique";NA;NA;NA;1;1;1;"64.5";NA;NA;"180";NA;NA;"TL";NA;"0.0083";"3.197";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"201";"Ellochelon_vaigiensis";"MUGILIDAE";"Ellochelon";"vaigiensis";"Mulet mopiro";NA;NA;"536";NA;"";NA;NA;NA;1;1;0;"35.6";NA;NA;"63";NA;NA;"TL";NA;"0.0141";"3.023";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"202";"Epibulus_insidiator";"LABRIDAE";"Epibulus";"insidiator";"Labre à long museau";NA;NA;"256,255";NA;"";NA;NA;NA;1;1;0;"31.1";NA;NA;"54";NA;NA;"TL";NA;"0.0161";"3.081";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"203";"Epinephelus_areolatus";"SERRANIDAE";"Epinephelus";"areolatus";"Mérou auréolé";NA;NA;"257";NA;"tache sur le corp brun jaune caudale frangée de blanc ";NA;NA;NA;1;0;0;"22.5";NA;NA;"47";NA;NA;"TL";NA;"0.0114";"3.048";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"204";"Epinephelus_chlorostigma";"SERRANIDAE";"Epinephelus";"chlorostigma";"Mérou pintade";NA;NA;"608";NA;"tache brune plus petite hexagonale sur le corp arrondies sur la tete ";NA;NA;NA;1;1;0;"34.3";NA;NA;"75";NA;NA;"TL";NA;"0.0122";"3.053";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"205";"Epinephelus_coeruleopunctatus";"SERRANIDAE";"Epinephelus";"coeruleopunctatus";"Mérou a taches blanches";NA;NA;"745,700";NA;"tache blanche sur le corp corp élancé et compréssé lateralement";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"206";"Epinephelus_fasciatus";"SERRANIDAE";"Epinephelus";"fasciatus";"Mérou oriflamme";NA;NA;"127";NA;"";NA;NA;NA;1;1;0;"15.8";NA;NA;"40";NA;NA;"TL";NA;"0.0138";"3.041";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"207";"Epinephelus_flavocaeruleus";"SERRANIDAE";"Epinephelus";"flavocaeruleus";"Mérou faraud";NA;NA;"609";NA;"il est marron adulte corp haut compressé lateralement";NA;NA;NA;1;1;0;"48.8";NA;NA;"90";NA;NA;"TL";NA;"0.0122";"3.053";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"208";"Epinephelus_fuscoguttatus";"SERRANIDAE";"Epinephelus";"fuscoguttatus";"Mérou marron";NA;NA;"666,610";NA;"point  noir + tache sombre sur echancrure au dessus de l'œil point noir sur caudale. Profil de la tete en concavité.";NA;NA;NA;1;1;0;"47.7";NA;NA;"120";NA;NA;"TL";NA;"0.0134";"3.057";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"209";"Epinephelus_hexagonatus";"SERRANIDAE";"Epinephelus";"hexagonatus";"Mérou mellifère";NA;NA;"701,612";NA;"tache hexagonale et point blanc sur chaque hexagone Un pei jaune sur la dorsale";NA;NA;NA;1;1;0;"17.5";NA;NA;"27.5";NA;NA;"TL";NA;"0.0122";"3.053";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"210";"Epinephelus_lanceolatus";"SERRANIDAE";"Epinephelus";"lanceolatus";"Loche géante ou mérou lancéolé";NA;NA;"";NA;"";NA;NA;NA;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;"0.0173";"3";"Espece";NA;"https://www.fishbase.se/popdyn/FishLWSummary.php?ID=6468&id2=7996&genusname=Epinephelus&speciesname=lanceolatus&fc=289&variable_Length=10&gm_a=0.0173&gm_b=3";NA;NA;NA;NA;NA;NA
"211";"Epinephelus_longispinis";"SERRANIDAE";"Epinephelus";"longispinis";"merou longue epines";NA;NA;"753,702";NA;"tache marron rouille sur la tete qui s'allonge vers l'arrière du corps";NA;NA;NA;0;0;0;"31.6";NA;NA;"55";NA;NA;"TL";NA;"0.0122";"3.053";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"212";"Epinephelus_macrospilos";"SERRANIDAE";"Epinephelus";"macrospilos";"Mérou tapis";NA;NA;"776,751";NA;"tache hexagonale separées de lignes blanches  les taches s'arrondissent vers le ventre";NA;NA;NA;0;0;0;"29.5";NA;NA;"51";NA;NA;"TL";NA;"0.0132";"3.031";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"213";"Epinephelus_malabaricus";"SERRANIDAE";"Epinephelus";"malabaricus";"Mérou malabar";NA;NA;"744,665";NA;"corp cylindrique et robuste robe marron et beige semée de petit points brun foncé ou noir 5 bandes foncées visibles. ";NA;NA;NA;1;1;0;"113.5";NA;NA;"234";NA;NA;"TL";NA;"0.0121";"3.052";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"214";"Epinephelus_merra";"SERRANIDAE";"Epinephelus";"merra";"Mérou gâteau de cire";NA;NA;"613";NA;"gros point hexagonale ";NA;NA;NA;1;1;0;"16.9";NA;NA;"31";NA;NA;"TL";NA;"0.0096";"3.196";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"215";"Epinephelus_multinotatus";"SERRANIDAE";"Epinephelus";"multinotatus";"Mérou plate grise";NA;NA;"614";NA;"corp compressé lateralement sur la partie ventrale tache ronde brun foncé et rougeatre";NA;NA;NA;1;1;0;"39.2";NA;NA;"100";NA;NA;"TL";NA;"0.0122";"3.053";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"216";"Epinephelus_polyphekadion";"SERRANIDAE";"Epinephelus";"polyphekadion";"Mérou camouflage";NA;NA;"739,615";NA;"1  grosse selle noire ";NA;NA;NA;1;1;0;"48.8";NA;NA;"90";NA;NA;"SL";NA;"0.0083";"3.166";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"217";"Epinephelus_retouti";"SERRANIDAE";"Epinephelus";"retouti";"Mérou à bout rouge";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;"0.0122";"3.053";"Genre";NA;NA;NA;NA;NA;NA;NA;NA
"218";"Epinephelus_rivulatus";"SERRANIDAE";"Epinephelus";"rivulatus";"Mérou demi-lune";NA;NA;"752,616";NA;"merou claire avec bande noire 4 tete veinée par des lignes violette ";NA;NA;NA;1;1;0;"19.2";NA;NA;"39";NA;NA;"TL";NA;"0.0114";"3.086";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"219";"Epinephelus_spilotoceps";"SERRANIDAE";"Epinephelus";"spilotoceps";"Mérou à quatre selles";NA;NA;"617";NA;"4 selle noires ";NA;NA;NA;1;1;0;"21.2";NA;NA;"35";NA;NA;"TL";NA;"0.0122";"3.053";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"220";"Epinephelus_tauvina";"SERRANIDAE";"Epinephelus";"tauvina";"Mérou loutre";NA;NA;"748,618";NA;"tache brun rougeatre  tache noir visible à la base de la dorsale ";NA;NA;NA;1;1;0;"48.5";NA;NA;"75";NA;NA;"TL";NA;"0.0122";"3.053";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"221";"Epinephelus_tukula";"SERRANIDAE";"Epinephelus";"tukula";"Merour patate";NA;NA;"664";NA;"";NA;NA;NA;0;0;0;"98.8";NA;NA;"200";NA;NA;"TL";NA;"0.0122";"3.053";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"222";"Euthynnus_affinis";"SCOMBRIDAE";"Euthynnus";"affinis";"Thonine orientale";NA;NA;"720,591";NA;"";NA;NA;NA;1;1;0;"47.5";NA;NA;"100";NA;NA;"FL";NA;NA;NA;NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"223";"Eviota_sp.";"GOBIIDAE";"Eviota";"sp.";"";NA;NA;"807";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;"0.0264";"2.623";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"224";"Exallias_brevis";"BLENIIDAE";"Exallias";"brevis";"";NA;NA;"769";NA;"";NA;NA;NA;0;0;0;"9.7";NA;NA;"14.5";NA;NA;"TL";NA;"0.0022";"3.901";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"225";"Exyrias_belissimus";"GOBIIDAE";"Exyrias";"belissimus";"gobie de vase ";NA;NA;"808";NA;"";NA;NA;NA;0;0;0;"10";NA;NA;"15";NA;NA;"SL";NA;"0.013";"2.882";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"226";"Fistularia_commersonii";"FISTULARIIDAE";"Fistularia";"commersonii";"Poisson-flûte";NA;NA;"419,347";NA;"museau tabulaire corps allongé se termine avec un long filament caudal";NA;NA;NA;1;1;0;"81";NA;NA;"160";NA;NA;"TL";NA;"5.00E-04";"3.048";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"227";"Fistularia_petimba";"FISTULARIIDAE";"Fistularia";"petimba";"Poisson-flûte rouge";NA;NA;"348";NA;"idem mais plaque osseuse sur le dos ";NA;NA;NA;1;1;0;"50";NA;NA;"100";NA;NA;"TL";NA;"3.00E-04";"3.205";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"228";"Forcipiger_flavissimus";"CHAETODONTIDAE";"Forcipiger";"flavissimus";"Poisson-pincette jaune";NA;NA;"196";NA;"";NA;NA;NA;1;1;1;"14.1";NA;NA;"22";NA;NA;"TL";NA;"0.0421";"2.847";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"229";"Forcipiger_longirostris";"CHAETODONTIDAE";"Forcipiger";"longirostris";"Poisson-pincette à long bec";NA;NA;"418";NA;"";NA;NA;NA;1;1;0;"14.1";NA;NA;"22";NA;NA;"TL";NA;"0.0421";"2.847";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"230";"Galeocerdo_cuvier";"CARCHARHINIDAE";"Galeocerdo";"cuvier";"Requin tigre";NA;NA;"834";NA;"";NA;NA;NA;0;0;0;"176.5";NA;NA;"750";NA;NA;"TL";NA;"0.001";"3.566";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"231";"Genicanthus_caudovittatus";"POMACANTHIDAE";"Genicanthus";"caudovittatus";"Poisson-ange lyre";NA;NA;"560";NA;"";NA;NA;NA;1;1;0;"12.9";NA;NA;"20";NA;NA;"TL";NA;"0.0584";"2.718";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"232";"Glossogobius_callidus";"GOBIIDAE";"Glossogobius";"callidus";"";NA;NA;"811";NA;"";NA;NA;NA;0;0;0;"8.2";NA;NA;"12";NA;NA;"TL";NA;"0.0264";"2.623";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"233";"Glossogobius_giuris";"GOBIIDAE";"Glossogobius";"giuris";"";NA;NA;"812";NA;"";NA;NA;NA;0;0;0;"17.5";NA;NA;"50";NA;NA;"SL";NA;"0.0264";"2.623";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"234";"Gnathanodon_speciosus";"CARANGIDAE";"Gnathanodon";"speciosus";"Carangue royale";NA;NA;"732,691";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;"0.01992";"2.995";"Espece";"fork_length";"https://www.fishbase.se/popdyn/LWRelationshipList.php?ID=4464&GenusName=Gnathanodon&SpeciesName=speciosus&fc=314";NA;NA;NA;NA;NA;NA
"235";"Gnathodentex_aureolineatus";"LETHRINIDAE";"Gnathodentex";"aureolineatus";"Empereur strié ou perche d'or";NA;NA;"430,382";NA;"";NA;NA;NA;1;1;0;"18.5";NA;NA;"30";NA;NA;"TL";NA;"0.018";"3.063";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"236";"Gnatholepis_sp.";"GOBIIDAE";"Gnatholepis";"sp.";"";NA;NA;"813";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;"0.0175";"2.827";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"237";"Gobiodon_citrinus";"GOBIIDAE";"Gobiodon";"citrinus";"gobie citron";NA;NA;"814";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"238";"Gomphosus_caeruleus";"LABRIDAE";"Gomphosus";"caeruleus";"Labre oiseau";NA;NA;"209,163,73";NA;"";NA;NA;NA;1;1;1;"18.5";NA;NA;"30";NA;NA;"TL";NA;"0.0107";"3.178";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"239";"Gracila_albomarginata";"SERRANIDAE";"Gracila";"albomarginata";"Mérou chataigne";NA;NA;"421,258";NA;"teinte marron rou";NA;NA;NA;1;1;0;"23.8";NA;NA;"40";NA;NA;"TL";NA;"0.0134";"3.031";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"240";"Grammistes_sexlineatus";"SERRANIDAE";"Grammistes";"sexlineatus";"Poisson-savon à six lignes";NA;NA;"619";NA;"";NA;NA;NA;1;1;0;"18.5";NA;NA;"30";NA;NA;"TL";NA;"0.0134";"3.031";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"241";"Gymnocranius_grandoculis";"LETHRINIDAE";"Gymnocranius";"grandoculis";"Empereur bossu à lignes bleues";NA;NA;"683,495,494";NA;"lignes bleu sur les joues . Nageoires bordées de jaune. Juv a des taches et bandes verticales brunes ";NA;NA;NA;1;1;0;"31.4";NA;NA;"80";NA;NA;"TL";NA;"0.032";"2.885";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"242";"Gymnosarda_unicolor";"SCOMBRIDAE";"Gymnosarda";"unicolor";"Thon dent de chien";NA;NA;"722,137";NA;"";NA;NA;NA;1;1;1;"119.5";NA;NA;"248";NA;NA;"FL";NA;"0.0105";"3.065";NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"243";"Gymnothorax_breedeni";"MURAENIDAE";"Gymnothorax";"breedeni";"Murène masquée";NA;NA;"540";NA;"tache noire sous l'œil";NA;NA;NA;1;1;0;"53.5";NA;NA;"100";NA;NA;"TL";NA;"5.00E-04";"3.303";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"244";"Gymnothorax_favagineus";"MURAENIDAE";"Gymnothorax";"favagineus";"Murène léopard";NA;NA;"145";NA;"";NA;NA;NA;1;1;0;"141.4";NA;NA;"300";NA;NA;"TL";NA;"5.00E-04";"3.303";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"245";"Gymnothorax_flavimarginatus";"MURAENIDAE";"Gymnothorax";"flavimarginatus";"Murène à tâches jaunes";NA;NA;"541";NA;"";NA;NA;NA;1;1;0;"116.1";NA;NA;"240";NA;NA;"TL";NA;"5.00E-04";"3.303";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"246";"Gymnothorax_javanicus";"MURAENIDAE";"Gymnothorax";"javanicus";"Murène javanaise";NA;NA;"785,542";NA;"";NA;NA;NA;1;1;0;"141.4";NA;NA;"300";NA;NA;"TL";NA;"5.00E-04";"3.303";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"247";"Halichoeres_cosmetus";"LABRIDAE";"Halichoeres";"cosmetus";"Labre décoré";NA;NA;"786,377,376";NA;"";NA;NA;NA;1;1;0;"8.8";NA;NA;"13";NA;NA;"TL";NA;"0.016";"2.987";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"248";"Halichoeres_hortulanus";"LABRIDAE";"Halichoeres";"hortulanus";"Labre échiquier";NA;NA;"462,259";NA;"";NA;NA;NA;1;1;1;"17";NA;NA;"27";NA;NA;"TL";NA;"0.016";"2.987";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"249";"Halichoeres_iridis";"LABRIDAE";"Halichoeres";"iridis";"Labre arc-en-ciel";NA;NA;"837";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"250";"Halichoeres_marginatus";"LABRIDAE";"Halichoeres";"marginatus";"Labre barré";NA;NA;"478,379,378,212";NA;"juv sombre avec lignes blancheset une gros ocelles bleu. Femelle a l'ocelle bleu et ligne sombre le male devient jeune vert a rayures bleues";NA;NA;NA;1;1;0;"12.3";NA;NA;"18";NA;NA;"TL";NA;"0.016";"2.987";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"251";"Halichoeres_nebulosus";"LABRIDAE";"Halichoeres";"nebulosus";"Labre nébuleux";NA;NA;"447,446";NA;"";NA;NA;NA;1;1;0;"8.2";NA;NA;"12";NA;NA;"TL";NA;"0.016";"2.987";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"252";"Halichoeres_nigrescens";"LABRIDAE";"Halichoeres";"nigrescens";"Labre vert";NA;NA;"838";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"253";"Halichoeres_scapularis";"LABRIDAE";"Halichoeres";"scapularis";"Labre zigzag";NA;NA;"260";NA;"";NA;NA;NA;1;1;0;"13.7";NA;NA;"20";NA;NA;"TL";NA;"0.016";"2.987";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"254";"Halichoeres_trispilus";"LABRIDAE";"Halichoeres";"trispilus";"Girelle à trois points";NA;NA;"402,401";NA;"";NA;NA;NA;0;1;0;"6.4";NA;NA;"9";NA;NA;"TL";NA;"0.016";"2.987";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"255";"Hemigymnus_fasciatus";"LABRIDAE";"Hemigymnus";"fasciatus";"Tamarin à bandes noires";NA;NA;"208,177,170";NA;"";NA;NA;NA;1;1;0;"20";NA;NA;"38";NA;NA;"FL";NA;"0.0107";"3.178";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"256";"Hemigymnus_melapterus";"LABRIDAE";"Hemigymnus";"melapterus";"Tamarin vert";NA;NA;"410,405,403";NA;"";NA;NA;NA;1;1;0;"25";NA;NA;"55";NA;NA;"FL";NA;"0.0242";"2.923";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"257";"Hemiramphus_far";"HEMIRAMPHIDAE";"Hemiramphus";"far";"demi bec bagnard";NA;NA;"693";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"258";"Hemitaurichthys_zoster";"CHAETODONTIDAE";"Hemitaurichthys";"zoster";"Poisson-papillon pyramide noire";NA;NA;"207,74";NA;"";NA;NA;NA;1;1;1;"11.8";NA;NA;"18";NA;NA;"TL";NA;"0.0421";"2.847";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"259";"Heniochus_acuminatus";"CHAETODONTIDAE";"Heniochus";"acuminatus";"Poisson-cocher commun";NA;NA;"429,415,111";NA;"";NA;NA;NA;1;1;0;"15.7";NA;NA;"25";NA;NA;"TL";NA;"0.0247";"3.106";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"260";"Heniochus_diphreutes";"CHAETODONTIDAE";"Heniochus";"diphreutes";"Faux idole des Maures";NA;NA;"734,733";NA;"";NA;NA;NA;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
