"id";"famille";"genre";"espece";"nom_vernaculaire";"WORMS_AphiID";"Fishbase_URL";"photos";"photo_credit";"description";"Ref_description";"Presence_records";"Ref_presence_record";"presence_mayotte";"presence_geyser_zelee";"presence_zelee_nov15";"Taille_maturite";"Type_taille_maturite";"Ref_taille_maturite";"Taille_max";"Type_taille_max";"Ref_taille_max";"Type_mesure_taille_max";"Ref_taille";"coeff_a";"coeff_b";"Niveau_taxo_coeff";"Type_mesure_coeffab";"Ref_coeff";"Interet_commercial_Mayotte";"Ref_commercial_Mayotte";"Vulnerabilite_peche";"Ref_vulnerabilite_peche";"last_update";"Remarque"
"465";"Scarus_scaber";"SCARIDAE";"Scarus";"scaber";"Perroquet à cinq selles";NA;NA;"160,47,3";NA;"PT Corps relativement fuselé et modérément comprimé latéralementZone bleu foncé à gris acier ou olivâtre en partie antéro-supérieure du corps Bande horizontale turquoise de la pointe du museau à l'opercule en passant sous l'œilDeux-tiers supérieurs du corps bleus à vert jaunissantBord des écailles rosePI Moitié supérieure du corps gris acier, moitié inférieure blanchâtre à beige rosé Quatre à cinq selles dorsales (parfois moins) légèrement obliques blanchâtres à jaunesBord des écailles gris Bande horizontale gris foncé à noire de la pointe du museau aux opercules, qui traverse l'œil";NA;NA;NA;1;0;1;"15.6";NA;NA;"37";NA;NA;"TL";NA;"0.0234";"2.956";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"466";"Scarus_tricolor";"SCARIDAE";"Scarus";"tricolor";"Perroquet tricolore";NA;NA;"437,436,435,393";NA;"PI: noir doté d'une queue rouge orangé et d'une nageoire anale jaune. EN PT vert avec un trait rose sur la base de chaque ecaille. Nageoires dorsales et anale rose bordées de bleu les deux lobes de la queue portent un trait rose liseré de bleu";NA;NA;NA;1;1;0;"16.6";NA;NA;"26.6";NA;NA;"SL";NA;"0.0234";"2.956";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"467";"Scarus_viridifucatus";"SCARIDAE";"Scarus";"viridifucatus";"Perroquet tête ronde";NA;NA;"49,7";NA;"PT: museau rond et vert devant les yeux";NA;NA;NA;1;1;0;"26.5";NA;NA;"45";NA;NA;"TL";NA;"0.0234";"2.956";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"468";"Scolopsis_ghanam";"NEMIPTERIDAE";"Scolopsis";"ghanam";"Mamila arabe";NA;NA;"214";NA;"";NA;NA;NA;1;0;0;"18.5";NA;NA;"30";NA;NA;"TL";NA;"0.0157";"3.054";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"469";"Scomberoides_lysan";"CARANGIDAE";"Scomberoides";"lysan";"Maquereau chevalier";NA;NA;"327";NA;"double serie de tache circulaires sombres de part et d'autres de la ligne laterale";NA;NA;NA;1;1;0;"42";NA;NA;"110";NA;NA;"TL";NA;"0.0109";"2.923";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"470";"Scomberoides_tol";"CARANGIDAE";"Scomberoides";"tol";"sauteur talang";NA;NA;"692";NA;"corp compressé lateralement, robe grise avec tache noire, 1 seule serie de tache au dessus de la ligne laterale";NA;NA;NA;0;0;0;"34";NA;NA;"60";NA;NA;"TL";NA;"0.0154";"2.787";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"471";"Scomberomorus_commerson";"SCOMBRIDAE";"Scomberomorus";"commerson";"Thazard rayé";NA;NA;"";NA;"";NA;NA;NA;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;"0.016";"2.802";"Espece";NA;"https://www.fishbase.se/popdyn/FishLWSummary.php?ID=121&id2=40968&genusname=Scomberomorus&speciesname=commerson&fc=416&variable_Length=10&gm_a=0.0089738586146457&gm_b=2.9447478105038";NA;NA;NA;NA;NA;NA
"472";"Scomber_japonicus";"SCOMBRIDAE";"Scomber";"japonicus";"Strumbulu";NA;NA;"592";NA;"";NA;NA;NA;1;1;0;"28.9";NA;NA;"64";NA;NA;"TL";NA;NA;NA;NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"473";"Scorpaenopsis_diabolus";"SCORPAENIDAE";"Scorpaenopsis";"diabolus";"Poisson-scorpion diable";NA;NA;"599";NA;"";NA;NA;NA;0;1;0;"18.5";NA;NA;"30";NA;NA;"TL";NA;"0.0131";"3.261";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"474";"Scorpaenopsis_oxycephala";"SCORPAENIDAE";"Scorpaenopsis";"oxycephala";"Poisson-scorpion à houppes";NA;NA;"120";NA;"";NA;NA;NA;1;0;1;"21.7";NA;NA;"36";NA;NA;"TL";NA;"0.0131";"3.261";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"475";"Sebastapistes_cyanostigma";"SCORPAENIDAE";"Sebastapistes";"cyanostigma";"Poisson-lion à points jaunes";NA;NA;"600";NA;"";NA;NA;NA;1;1;0;"7";NA;NA;"10";NA;NA;"TL";NA;"0.0246";"2.908";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"476";"Seriolina_nigrofasciata";"CARANGIDAE";"Seriolina";"nigrofasciata";"Sériole à tête noire";NA;NA;"328";NA;"";NA;NA;NA;1;1;0;"39";NA;NA;"70";NA;NA;"TL";NA;"0.0083";"3.197";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"477";"Sicyopterus_lagocephalus";"GOBIIDAE";"Sicyopterus";"lagocephalus";"";NA;NA;"823";NA;"";NA;NA;NA;0;0;0;"8.8";NA;NA;"13";NA;NA;"TL";NA;"0.0264";"2.623";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"478";"Siganus_argenteus";"SIGANIDAE";"Siganus";"argenteus";"Sigan argenté";NA;NA;"742,709,638";NA;"";NA;NA;NA;1;1;0;"20.2";NA;NA;"40";NA;NA;"TL";NA;"0.0109";"3.154";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"479";"Siganus_luridus";"SIGANIDAE";"Siganus";"luridus";"Sigan à queue tronquée";NA;NA;"640";NA;"";NA;NA;NA;1;1;0;"16.4";NA;NA;"30";NA;NA;"TL";NA;"0.0145";"3.122";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"480";"Siganus_rivulatus";"SIGANIDAE";"Siganus";"rivulatus";"Sigan à ventre strié";NA;NA;"641";NA;"";NA;NA;NA;1;0;0;"12.9";NA;NA;"27";NA;NA;"TL";NA;"0.0145";"3.122";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"481";"Siganus_stellatus";"SIGANIDAE";"Siganus";"stellatus";"Sigan marguerite";NA;NA;"710,642";NA;"";NA;NA;NA;1;1;0;"23.8";NA;NA;"40";NA;NA;"TL";NA;"0.0145";"3.122";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"482";"Siganus_sutor";"SIGANIDAE";"Siganus";"sutor";"Sigan cordonnier";NA;NA;"711,643";NA;"";NA;NA;NA;1;1;0;"29.1";NA;NA;"45";NA;NA;"SL";NA;"0.0145";"3.122";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"483";"Sphyraena_barracuda";"SPHYRAENIDAE";"Sphyraena";"barracuda";"Grand barracuda";NA;NA;"681,644";NA;"";NA;NA;NA;1;1;0;"87.7";NA;NA;"200";NA;NA;"TL";NA;"0.0062";"3.011";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"484";"Sphyraena_flavicauda";"SPHYRAENIDAE";"Sphyraena";"flavicauda";"Bécune à queue jaune";NA;NA;"680,645";NA;"";NA;NA;NA;1;1;0;"25.3";NA;NA;"60";NA;NA;"TL";NA;"0.0044";"3.083";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"485";"Sphyraena_jello";"SPHYRAENIDAE";"Sphyraena";"jello";"Barracuda jello";NA;NA;"646";NA;"";NA;NA;NA;1;1;0;"81.7";NA;NA;"150";NA;NA;"TL";NA;"0.0058";"3.013";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"486";"Sphyraena_qenie";"SPHYRAENIDAE";"Sphyraena";"qenie";"Barracuda à nageoires noires";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;"0.0058";"3.013";"Genre";NA;NA;NA;NA;NA;NA;NA;NA
"487";"Sphyrna_lewini";"SPHYRNIDAE";"Sphyrna";"lewini";"Requin marteau halicorne";NA;"https://www.fishbase.se/summary/Sphyrna-lewini.html";"";NA;"";NA;NA;NA;1;0;0;"225";"total_length";"https://www.fishbase.se/summary/Sphyrna-lewini.html";"430";"total_length";"https://www.fishbase.se/summary/Sphyrna-lewini.html";"TL";"https://www.fishbase.se/summary/Sphyrna-lewini.html";"0.00226";"3.160";"Espece";"total_length";"https://www.fishbase.se/popdyn/LWRelationshipList.php?ID=912&GenusName=Sphyrna&SpeciesName=lewini&fc=12";NA;NA;NA;NA;"2020-02-06";NA
"488";"Stegastes_fasciolatus";"POMACENTRIDAE";"Stegastes";"fasciolatus";"";NA;NA;"45";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"489";"Stegastes_limbatus";"POMACENTRIDAE";"Stegastes";"limbatus";"Gregoire d'ébène";NA;NA;"211";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"490";"Stegastes_nigricans";"POMACENTRIDAE";"Stegastes";"nigricans";"Grégoire noir";NA;NA;"787,583,582";NA;"";NA;NA;NA;1;1;0;"11";NA;NA;"14";NA;NA;"TL";NA;"0.022";"3.086";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"491";"Stegastes_pelicieri";"POMACENTRIDAE";"Stegastes";"pelicieri";"Grégoire mauricien";NA;NA;"283";NA;"";NA;NA;NA;1;1;0;"9.4";NA;NA;"15";NA;NA;"TL";NA;"0.0395";"2.989";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"492";"Stegastes_punctatus";"POMACENTRIDAE";"Stegastes";"punctatus";"Grégoire à museau émoussé";NA;NA;"585,584";NA;"";NA;NA;NA;1;1;0;"8.8";NA;NA;"13";NA;NA;"SL";NA;"0.0275";"2.973";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"493";"Stegostoma_fasciatum";"STEGOSTOMATIDAE";"Stegostoma";"fasciatum";"Requin léopard";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;"0.00235";"2.86";"???";NA;NA;NA;NA;NA;NA;NA;NA
"494";"Stenogobius_polyzona";"GOBIIDAE";"Stenogobius";"polyzona";"";NA;NA;"824";NA;"";NA;NA;NA;0;0;0;"10";NA;NA;"15";NA;NA;"SL";NA;"0.0264";"2.623";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"495";"Stethojulis_albovittata";"LABRIDAE";"Stethojulis";"albovittata";"Labre à bandes oranges";"219058";"https://www.fishbase.se/summary/8025";"284";NA;"";NA;NA;NA;1;1;0;"8.6";NA;NA;"14";NA;NA;"TL";NA;"0.0128";"3.077";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"496";"Sufflamen_bursa";"BALISTIDAE";"Sufflamen";"bursa";"Baliste boomerang";NA;NA;"788,312";NA;"";NA;NA;NA;1;1;0;"15.7";NA;NA;"25";NA;NA;"TL";NA;"0.0324";"2.929";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"497";"Sufflamen_chrysopterum";"BALISTIDAE";"Sufflamen";"chrysopterum";"Baliste demi-lune";NA;NA;"545,544,194,125";NA;"brun foncé la queue jaune est liserée de blanc sur les trois cotés. ";NA;NA;NA;1;1;1;"18.5";NA;NA;"30";NA;NA;"TL";NA;"0.0324";"2.929";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"498";"Synodus_variegatus";"SYNODONTIDAE";"Synodus";"variegatus";"Anoli bigarré";NA;NA;"649";NA;"";NA;NA;NA;1;1;0;"17.2";NA;NA;"40";NA;NA;"TL";NA;"0.0031";"3.484";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"499";"Taeniura_lymna";"DASYATIDAE";"Taeniura";"lymma";"Pastenague a taches bleues ";NA;NA;"343";NA;"corp arrondi beige à points bleues. Un ou deux dards au milieu du fouet. ";NA;NA;NA;0;0;0;"21.2";NA;NA;"35";NA;NA;"WD";NA;"0.0094";"3.352";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"500";"Taeniurops_meyeni";"DASYATIDAE";"Taeniurops";"meyeni";"Pastenague à tâches noires";NA;NA;"713,122";NA;"";NA;NA;NA;1;1;1;"153.8";NA;NA;"330";NA;NA;"TL";NA;"0.0094";"3.352";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"501";"Thalassoma_amblycephalum";"LABRIDAE";"Thalassoma";"amblycephalum";"Girelle paon bigarrée";NA;NA;"783,131,124";NA;"";NA;NA;NA;1;1;1;"10.6";NA;NA;"16";NA;NA;"TL";NA;"0.0123";"3.097";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"502";"Thalassoma_genivittatum";"LABRIDAE";"Thalassoma";"genivittatum";"Labre à gorge rouge";NA;NA;"677,95";NA;"";NA;NA;NA;1;1;1;"12.9";NA;NA;"20";NA;NA;"TL";NA;"0.0123";"3.097";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"503";"Thalassoma_hardwicke";"LABRIDAE";"Thalassoma";"hardwicke";"Girelle paon à taches d'encre";NA;NA;"225";NA;"";NA;NA;NA;1;1;0;"11.6";NA;NA;"20";NA;NA;"TL";NA;"0.0139";"3.048";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"504";"Thalassoma_hebraicum";"LABRIDAE";"Thalassoma";"hebraicum";"Girelle paon à épaules jaunes";NA;NA;"678,285";NA;"";NA;NA;NA;1;1;0;"14.6";NA;NA;"23";NA;NA;"TL";NA;"0.0123";"3.097";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"505";"Thalassoma_lunare";"LABRIDAE";"Thalassoma";"lunare";"Girelle verte, à queue de lyre";NA;NA;"780,286,203";NA;"corp vert tete bleue. Peut avoir des traits bleue sur le corp et un point sur la caudale ";NA;NA;NA;1;1;0;"15.7";NA;NA;"25";NA;NA;"TL";NA;"0.0183";"2.862";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"506";"Thalassoma_purpureum";"LABRIDAE";"Thalassoma";"purpureum";"Labre chirurgien";NA;NA;"287";NA;"";NA;NA;NA;1;1;0;"27";NA;NA;"46";NA;NA;"TL";NA;"0.0123";"3.097";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"507";"Thunnus_albacares";"SCOMBRIDAE";"Thunnus";"albacares";"Thon albacore ou jaune";NA;NA;"721,593";NA;"";NA;NA;NA;1;1;0;"94";NA;NA;"239";NA;NA;"FL";NA;NA;NA;NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"508";"Torpedo_fuscomaculata";"TORPEDINIDAE";"Torpedo";"fuscomaculata";"Torpille tachetée";NA;NA;"658";NA;"corp rond aplati brune marbrée claiere ";NA;NA;NA;1;1;0;"36.1";NA;NA;"64";NA;NA;"TL";NA;NA;NA;NA;NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"509";"Torpedo_panthera";"TORPEDINIDAE";"Torpedo";"panthera";"";NA;NA;"143";NA;"constellée de taches claires sur un fond beige ";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"510";"Trachinotus_blochii";"CARANGIDAE";"Trachinotus";"blochii";"Pompaneau lune";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;"0.08";"2.572";"Espece";"total_length";"https://www.fishbase.se/popdyn/LWRelationshipList.php?ID=1963&GenusName=Trachinotus&SpeciesName=blochii&fc=314";NA;NA;NA;NA;NA;NA
"511";"Triaenodon_obesus";"CARCHARHINIDAE";"Triaenodon";"obesus";"Requin corail";NA;NA;"417";NA;"";NA;NA;NA;1;1;0;"104";NA;NA;"213";NA;NA;"TL";NA;"0.0018";"3.344";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"512";"Tylosurus_crocodilus";"BELONIDAE";"Tylosurus";"crocodilus";"Orphie crocodile";"159259";"https://www.fishbase.se/summary/977";"756,313";NA;"";NA;NA;NA;1;1;0;"76";NA;NA;"150";NA;NA;"TL";NA;"6.00E-04";"3.285";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"513";"Urogymnus_asperrimus";"DASYATIDAE";"Urogymnus";"asperrimus";"Raie porc-épic";NA;NA;"712,345";NA;"";NA;NA;NA;1;1;0;"75.3";NA;NA;"147";NA;NA;"WD";NA;"0.0094";"3.352";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"514";"Valenciennea_helsdingenii";"GOBIIDAE";"Valenciennea";"helsdingenii";"gobie a ruban ";NA;NA;"825";NA;"";NA;NA;NA;0;0;0;"15.7";NA;NA;"26.3";NA;NA;"TL";NA;"0.0104";"2.859";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"515";"Valenciennea_puellaris";"GOBIIDAE";"Valenciennea";"puellaris";"gobie a tache orange";NA;NA;"826";NA;"";NA;NA;NA;0;0;0;"12.9";NA;NA;"20";NA;NA;"SL";NA;"0.0104";"2.859";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"516";"Valenciennea_sexguttata";"GOBIIDAE";"Valenciennea";"sexguttata";"gobie a six tache ";NA;NA;"827";NA;"";NA;NA;NA;0;0;0;"9.4";NA;NA;"14";NA;NA;"TL";NA;"0.0104";"2.859";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"517";"Valenciennea_strigata";"GOBIIDAE";"Valenciennea";"strigata";"gobie a raies bleues";NA;NA;"828";NA;"";NA;NA;NA;0;0;0;"11.8";NA;NA;"18";NA;NA;"TL";NA;"0.0104";"2.859";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"518";"Variola_albimarginata";"SERRANIDAE";"Variola";"albimarginata";"Croissant queue blanche";NA;NA;"625";NA;"";NA;NA;NA;1;1;0;"33.6";NA;NA;"65";NA;NA;"TL";NA;"0.0139";"3.036";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"519";"Variola_louti";"SERRANIDAE";"Variola";"louti";"Croissant queue jaune";NA;NA;"457,288";NA;"";NA;NA;NA;1;1;0;"40.7";NA;NA;"83";NA;NA;"TL";NA;"0.0122";"3.079";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"520";"Xanthichthys_auromarginatus";"BALISTIDAE";"Xanthichthys";"auromarginatus";"Baliste à bord jaune";NA;NA;"92";NA;"";NA;NA;NA;0;1;1;"18.5";NA;NA;"30";NA;NA;"TL";NA;"0.0057";"3.393";"Famille";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"521";"Zanclus_cornutus";"ZANCLIDAE";"Zanclus";"cornutus";"Idole maure ou zancle";NA;NA;"149";NA;"";NA;NA;NA;1;1;1;"14.6";NA;NA;"23";NA;NA;"TL";NA;"0.0147";"3.37";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"522";"Zebrasoma_desjardinii";"ACANTHURIDAE";"Zebrasoma";"desjardinii";"Chirurgien voile indien";NA;NA;"";NA;"";NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"523";"Zebrasoma_gemmatum";"ACANTHURIDAE";"Zebrasoma";"gemmatum";"Chirurgien voilier moucheté";NA;NA;"296";NA;"";NA;NA;NA;1;1;0;"14";NA;NA;"22";NA;NA;"TL";NA;"0.025";"2.857";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"524";"Zebrasoma_scopas";"ACANTHURIDAE";"Zebrasoma";"scopas";"Chirurgien à balai";NA;NA;"174,100";NA;"";NA;NA;NA;1;1;1;"24";NA;NA;"40";NA;NA;"SL";NA;"0.0304";"2.957";"Espece";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
"525";"Zebrasoma_velifer";"ACANTHURIDAE";"Zebrasoma";"velifer";"Chirurgien voilier";NA;NA;"455,289,175";NA;"";NA;NA;NA;1;1;0;"24";NA;NA;"40";NA;NA;"TL";NA;"0.017";"2.857";"Genre";NA;"http://162.38.198.139/~base_donnee/biblio/Wickel%20&%20Jamon,%202010.pdf";NA;NA;NA;NA;NA;NA
